[17, 148652, 0, 0, 0, 0, 0, 0]
[17, 147185, 1467, 0, 0, 0, 0, 0]
[17, 142741, 5906, 5, 0, 0, 0, 0]
[17, 137853, 10761, 38, 0, 0, 0, 0]
[17, 134473, 14044, 135, 0, 0, 0, 0]
[17, 132291, 16078, 283, 0, 0, 0, 0]
[17, 131235, 16962, 455, 0, 0, 0, 0]
[17, 130779, 17259, 614, 0, 0, 0, 0]
[17, 130333, 17533, 786, 0, 0, 0, 0]
[17, 130208, 17533, 911, 0, 0, 0, 0]
[17, 130023, 17606, 1023, 0, 0, 0, 0]
[17, 129955, 17638, 1057, 2, 0, 0, 0]
[17, 130069, 17450, 1132, 1, 0, 0, 0]
[17, 129968, 17489, 1194, 1, 0, 0, 0]
[17, 130250, 17199, 1200, 3, 0, 0, 0]
[17, 130356, 17133, 1161, 2, 0, 0, 0]
[17, 130114, 17387, 1149, 2, 0, 0, 0]
[17, 130234, 17310, 1106, 2, 0, 0, 0]
[17, 130311, 17170, 1166, 5, 0, 0, 0]
[17, 129985, 17501, 1162, 4, 0, 0, 0]
[17, 130249, 17298, 1100, 5, 0, 0, 0]
[17, 130324, 17229, 1093, 6, 0, 0, 0]
[17, 130188, 17365, 1092, 7, 0, 0, 0]
[17, 130054, 17441, 1148, 9, 0, 0, 0]
[17, 130151, 17386, 1106, 9, 0, 0, 0]
[17, 130057, 17490, 1099, 6, 0, 0, 0]
[17, 130232, 17305, 1110, 5, 0, 0, 0]
[17, 130213, 17301, 1135, 3, 0, 0, 0]
[17, 130084, 17442, 1123, 3, 0, 0, 0]
[17, 130242, 17238, 1170, 2, 0, 0, 0]
[17, 130238, 17228, 1185, 1, 0, 0, 0]
[17, 130197, 17268, 1186, 1, 0, 0, 0]
[17, 130074, 17450, 1125, 3, 0, 0, 0]
[17, 130008, 17504, 1137, 3, 0, 0, 0]
[17, 130047, 17453, 1151, 1, 0, 0, 0]
[17, 129841, 17658, 1151, 2, 0, 0, 0]
[17, 130163, 17327, 1160, 2, 0, 0, 0]
[17, 130251, 17190, 1210, 1, 0, 0, 0]
[17, 130206, 17234, 1208, 4, 0, 0, 0]
[17, 130162, 17295, 1190, 5, 0, 0, 0]
[17, 130034, 17454, 1160, 4, 0, 0, 0]
[17, 130206, 17259, 1180, 7, 0, 0, 0]
[17, 130116, 17379, 1148, 9, 0, 0, 0]
[17, 130181, 17338, 1123, 10, 0, 0, 0]
[17, 130182, 17293, 1171, 6, 0, 0, 0]
[17, 130089, 17409, 1145, 9, 0, 0, 0]
[17, 130099, 17413, 1133, 7, 0, 0, 0]
[17, 130035, 17457, 1152, 8, 0, 0, 0]
[17, 130229, 17261, 1155, 7, 0, 0, 0]
[17, 129981, 17525, 1142, 4, 0, 0, 0]
[17, 129763, 17752, 1135, 2, 0, 0, 0]
[17, 130021, 17454, 1173, 4, 0, 0, 0]
[17, 130147, 17349, 1151, 5, 0, 0, 0]
[17, 130101, 17388, 1156, 7, 0, 0, 0]
[17, 130095, 17399, 1154, 4, 0, 0, 0]
[17, 130116, 17378, 1154, 4, 0, 0, 0]
[17, 130082, 17384, 1183, 3, 0, 0, 0]
[17, 130203, 17267, 1177, 5, 0, 0, 0]
[17, 130042, 17471, 1136, 3, 0, 0, 0]
[17, 129918, 17557, 1172, 5, 0, 0, 0]
[17, 130096, 17399, 1153, 4, 0, 0, 0]
[17, 129997, 17498, 1152, 5, 0, 0, 0]
[17, 129964, 17516, 1168, 4, 0, 0, 0]
[17, 129944, 17556, 1149, 3, 0, 0, 0]
[17, 130065, 17448, 1136, 3, 0, 0, 0]
[17, 130125, 17360, 1162, 5, 0, 0, 0]
[17, 130147, 17343, 1157, 5, 0, 0, 0]
[17, 130052, 17456, 1138, 6, 0, 0, 0]
[17, 130320, 17153, 1177, 2, 0, 0, 0]
[17, 130234, 17214, 1202, 2, 0, 0, 0]
[17, 130325, 17187, 1139, 1, 0, 0, 0]
[17, 130302, 17218, 1130, 2, 0, 0, 0]
[17, 130273, 17211, 1164, 4, 0, 0, 0]
[17, 130115, 17377, 1156, 4, 0, 0, 0]
[17, 130171, 17332, 1147, 2, 0, 0, 0]
[17, 130246, 17241, 1163, 2, 0, 0, 0]
[17, 129976, 17522, 1151, 3, 0, 0, 0]
[17, 130109, 17436, 1104, 3, 0, 0, 0]
[17, 130090, 17439, 1119, 4, 0, 0, 0]
[17, 130035, 17464, 1147, 6, 0, 0, 0]
[17, 130285, 17202, 1159, 6, 0, 0, 0]
[17, 130001, 17459, 1186, 6, 0, 0, 0]
[17, 129946, 17567, 1133, 6, 0, 0, 0]
[17, 130069, 17444, 1135, 4, 0, 0, 0]
[17, 129997, 17493, 1158, 4, 0, 0, 0]
[17, 130090, 17469, 1088, 5, 0, 0, 0]
[17, 130086, 17460, 1101, 5, 0, 0, 0]
[17, 130084, 17452, 1112, 4, 0, 0, 0]
[17, 130180, 17343, 1126, 3, 0, 0, 0]
[17, 130203, 17326, 1118, 5, 0, 0, 0]
[17, 130067, 17448, 1133, 4, 0, 0, 0]
[17, 130310, 17186, 1153, 3, 0, 0, 0]
[17, 130082, 17409, 1157, 4, 0, 0, 0]
[17, 130252, 17227, 1170, 3, 0, 0, 0]
[17, 130047, 17420, 1180, 5, 0, 0, 0]
[17, 130070, 17428, 1149, 5, 0, 0, 0]
[17, 129949, 17511, 1188, 4, 0, 0, 0]
[17, 129976, 17452, 1220, 4, 0, 0, 0]
[17, 130089, 17333, 1225, 5, 0, 0, 0]
[17, 130138, 17325, 1183, 6, 0, 0, 0]
[17, 130045, 17476, 1127, 4, 0, 0, 0]
[17, 129825, 17683, 1140, 4, 0, 0, 0]
[17, 129976, 17532, 1140, 4, 0, 0, 0]
[17, 130136, 17370, 1141, 5, 0, 0, 0]
[17, 130082, 17420, 1147, 3, 0, 0, 0]
[17, 129958, 17522, 1166, 6, 0, 0, 0]
[17, 129992, 17490, 1163, 7, 0, 0, 0]
[17, 130079, 17423, 1146, 4, 0, 0, 0]
[17, 129887, 17617, 1142, 6, 0, 0, 0]
[17, 129973, 17483, 1191, 5, 0, 0, 0]
[17, 130065, 17414, 1172, 1, 0, 0, 0]
[17, 130023, 17426, 1201, 2, 0, 0, 0]
[17, 129980, 17521, 1149, 2, 0, 0, 0]
[17, 129997, 17485, 1170, 0, 0, 0, 0]
[17, 130039, 17457, 1152, 4, 0, 0, 0]
[17, 130111, 17371, 1164, 6, 0, 0, 0]
[17, 130077, 17447, 1123, 5, 0, 0, 0]
[17, 130153, 17398, 1098, 3, 0, 0, 0]
[17, 130061, 17473, 1111, 7, 0, 0, 0]
[17, 130101, 17437, 1109, 5, 0, 0, 0]
[17, 130030, 17494, 1125, 3, 0, 0, 0]
[17, 130077, 17465, 1106, 4, 0, 0, 0]
[17, 130107, 17418, 1123, 4, 0, 0, 0]
[17, 130350, 17151, 1145, 6, 0, 0, 0]
[17, 130364, 17164, 1119, 5, 0, 0, 0]
[17, 130363, 17163, 1118, 8, 0, 0, 0]
[17, 130329, 17219, 1098, 6, 0, 0, 0]
[17, 130196, 17297, 1153, 6, 0, 0, 0]
[17, 130145, 17357, 1143, 7, 0, 0, 0]
[17, 130047, 17492, 1106, 7, 0, 0, 0]
[17, 130190, 17322, 1138, 2, 0, 0, 0]
[17, 130120, 17395, 1134, 3, 0, 0, 0]
[17, 130001, 17449, 1193, 9, 0, 0, 0]
[17, 130083, 17414, 1146, 9, 0, 0, 0]
[17, 130127, 17396, 1125, 4, 0, 0, 0]
[17, 130210, 17328, 1112, 2, 0, 0, 0]
[17, 129993, 17535, 1122, 2, 0, 0, 0]
[17, 130049, 17443, 1157, 3, 0, 0, 0]
[17, 130223, 17265, 1163, 1, 0, 0, 0]
[17, 130230, 17283, 1135, 4, 0, 0, 0]
