[6, 0, 0, 0, 0, 0, 0, 0]
[6, 0, 0, 0, 0, 0, 0, 0]
[6, 4, 0, 0, 0, 0, 0, 0]
[6, 4, 0, 0, 0, 0, 0, 0]
[6, 4, 0, 0, 0, 0, 0, 0]
[6, 5, 0, 0, 0, 0, 0, 0]
[6, 7, 15, 0, 0, 0, 0, 0]
[6, 7, 17, 0, 0, 0, 0, 0]
[6, 7, 17, 0, 0, 0, 0, 0]
[6, 7, 17, 0, 0, 0, 0, 0]
[6, 6, 19, 0, 0, 0, 0, 0]
[6, 6, 20, 23, 0, 0, 0, 0]
[6, 5, 20, 23, 0, 0, 0, 0]
[6, 6, 19, 23, 0, 0, 0, 0]
[6, 6, 19, 22, 0, 0, 0, 0]
[6, 7, 18, 21, 0, 0, 0, 0]
[6, 6, 18, 22, 0, 0, 0, 0]
[6, 6, 18, 22, 0, 0, 0, 0]
[6, 7, 19, 21, 0, 0, 0, 0]
[6, 7, 20, 21, 0, 0, 0, 0]
[6, 7, 20, 21, 0, 0, 0, 0]
[6, 7, 20, 21, 0, 0, 0, 0]
[6, 7, 20, 28, 0, 0, 0, 0]
[6, 7, 21, 29, 0, 0, 0, 0]
[6, 6, 19, 30, 0, 0, 0, 0]
[6, 8, 19, 34, 0, 0, 0, 0]
[6, 7, 20, 33, 0, 0, 0, 0]
[6, 7, 19, 33, 0, 0, 0, 0]
[6, 7, 21, 33, 0, 0, 0, 0]
[6, 6, 21, 33, 0, 0, 0, 0]
[6, 6, 21, 33, 0, 0, 0, 0]
[6, 6, 21, 34, 0, 0, 0, 0]
[6, 6, 21, 37, 0, 0, 0, 0]
[6, 6, 21, 37, 0, 0, 0, 0]
[6, 6, 20, 36, 0, 0, 0, 0]
[6, 6, 21, 36, 0, 0, 0, 0]
[6, 6, 21, 34, 0, 0, 0, 0]
[6, 7, 19, 34, 0, 0, 0, 0]
[6, 7, 19, 33, 0, 0, 0, 0]
[6, 7, 19, 33, 0, 0, 0, 0]
[6, 7, 18, 32, 0, 0, 0, 0]
[6, 6, 18, 30, 0, 0, 0, 0]
[6, 7, 18, 30, 0, 0, 0, 0]
[6, 7, 18, 29, 0, 0, 0, 0]
[6, 8, 19, 28, 0, 0, 0, 0]
[6, 8, 20, 27, 0, 0, 0, 0]
[6, 7, 19, 28, 0, 0, 0, 0]
[6, 7, 18, 30, 0, 0, 0, 0]
[6, 7, 18, 33, 0, 0, 0, 0]
[6, 7, 17, 34, 0, 0, 0, 0]
[6, 6, 17, 34, 0, 0, 0, 0]
[6, 6, 17, 33, 0, 0, 0, 0]
[6, 7, 18, 32, 0, 0, 0, 0]
[6, 6, 19, 31, 0, 0, 0, 0]
[6, 6, 19, 30, 0, 0, 0, 0]
[6, 6, 19, 29, 0, 0, 0, 0]
[6, 6, 18, 29, 0, 0, 0, 0]
[6, 7, 19, 28, 0, 0, 0, 0]
[6, 6, 18, 27, 0, 0, 0, 0]
[6, 6, 19, 27, 0, 0, 0, 0]
[6, 7, 19, 26, 0, 0, 0, 0]
[6, 6, 18, 26, 0, 0, 0, 0]
[6, 6, 19, 26, 0, 0, 0, 0]
[6, 6, 21, 26, 0, 0, 0, 0]
[6, 7, 20, 27, 0, 0, 0, 0]
[6, 7, 20, 27, 0, 0, 0, 0]
[6, 6, 20, 31, 0, 0, 0, 0]
[6, 6, 20, 29, 0, 0, 0, 0]
[6, 7, 20, 29, 0, 0, 0, 0]
[6, 7, 20, 28, 0, 0, 0, 0]
[6, 6, 20, 27, 0, 0, 0, 0]
[6, 6, 20, 27, 0, 0, 0, 0]
[6, 7, 20, 26, 0, 0, 0, 0]
[6, 7, 19, 25, 0, 0, 0, 0]
[6, 6, 19, 23, 0, 0, 0, 0]
[6, 6, 20, 24, 0, 0, 0, 0]
[6, 6, 21, 24, 0, 0, 0, 0]
[6, 7, 20, 24, 0, 0, 0, 0]
[6, 6, 21, 23, 0, 0, 0, 0]
[6, 7, 21, 22, 0, 0, 0, 0]
[6, 7, 21, 22, 0, 0, 0, 0]
[6, 6, 20, 24, 0, 0, 0, 0]
[6, 6, 20, 24, 0, 0, 0, 0]
[6, 7, 19, 29, 0, 0, 0, 0]
[6, 7, 18, 29, 0, 0, 0, 0]
[6, 7, 19, 38, 0, 0, 0, 0]
[6, 6, 18, 38, 0, 0, 0, 0]
[6, 7, 20, 38, 0, 0, 0, 0]
[6, 7, 20, 37, 0, 0, 0, 0]
[6, 7, 20, 37, 0, 0, 0, 0]
[6, 7, 20, 36, 0, 0, 0, 0]
[6, 6, 20, 34, 0, 0, 0, 0]
[6, 7, 20, 34, 0, 0, 0, 0]
[6, 7, 20, 33, 0, 0, 0, 0]
[6, 6, 19, 32, 0, 0, 0, 0]
[6, 6, 19, 32, 0, 0, 0, 0]
[6, 5, 19, 31, 0, 0, 0, 0]
[6, 5, 20, 30, 0, 0, 0, 0]
[6, 6, 20, 30, 0, 0, 0, 0]
[6, 5, 20, 30, 0, 0, 0, 0]
[6, 6, 19, 31, 0, 0, 0, 0]
[6, 7, 20, 31, 0, 0, 0, 0]
[6, 7, 20, 37, 0, 0, 0, 0]
[6, 7, 19, 38, 0, 0, 0, 0]
[6, 7, 20, 38, 0, 0, 0, 0]
[6, 7, 19, 36, 0, 0, 0, 0]
[6, 7, 19, 36, 0, 0, 0, 0]
[6, 7, 19, 35, 0, 0, 0, 0]
[6, 6, 19, 34, 0, 0, 0, 0]
[6, 6, 19, 33, 0, 0, 0, 0]
[6, 6, 19, 32, 0, 0, 0, 0]
[6, 7, 19, 31, 0, 0, 0, 0]
[6, 7, 18, 30, 0, 0, 0, 0]
[6, 7, 20, 30, 0, 0, 0, 0]
[6, 7, 18, 29, 0, 0, 0, 0]
[6, 7, 19, 28, 0, 0, 0, 0]
[6, 7, 19, 27, 0, 0, 0, 0]
[6, 6, 21, 27, 0, 0, 0, 0]
[6, 6, 21, 26, 0, 0, 0, 0]
[6, 6, 21, 27, 0, 0, 0, 0]
[6, 7, 21, 27, 0, 0, 0, 0]
[6, 7, 21, 28, 0, 0, 0, 0]
[6, 7, 21, 28, 0, 0, 0, 0]
[6, 7, 21, 27, 0, 0, 0, 0]
[6, 6, 21, 27, 0, 0, 0, 0]
[6, 6, 21, 27, 0, 0, 0, 0]
